ID,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,
387,20,20,12,12,9,20,3,3,3,4,4,4,5,5,5,5,5,5,4,2,2,4,5,3,4,2,3,4,3,2,2,3,4,4,4,2,3,4,5,4,2,1,1,3,1,3,4,6,3,3,6,1,
388,12,9,10,20,8,20,2,2,3,3,4,4,4,4,5,5,5,5,4,2,2,4,4,2,4,2,2,4,2,2,2,2,4,2,2,2,1,4,1,5,1,1,1,2,0,2,5,5,5,2,8,1,
389,20,25,.,.,.,25,5,.,.,.,.,.,.,.,.,.,.,.,5,2,4,4,4,3,5,2,5,5,1,1,2,1,4,4,2,4,2,1,2,5,2,2,2,1,0,1,.,.,5,1,1,1,
390,12,25,25,20,1,25,1,2,2,2,3,3,4,4,5,5,5,5,4,3,2,4,4,4,5,1,3,4,2,4,2,2,3,4,4,4,4,5,5,5,1,1,1,3,0,2,5,4,4,2,7,1,
391,10,8,15,5,12,5,1,2,3,4,5,5,5,5,5,5,5,5,4,3,4,5,1,4,5,1,1,5,1,3,2,1,1,4,2,2,3,5,.,2,1,2,1,5,2,3,2,.,4,2,6,1,
392,20,9,6,16,8,9,4,4,5,5,5,5,5,5,5,5,5,5,4,2,2,3,4,4,5,1,3,5,2,1,1,2,5,3,4,2,4,4,7,5,1,1,1,2,1,2,3,3,5,2,5,1,
393,20,16,12,12,16,8,3,3,4,4,4,5,5,5,5,5,5,5,5,2,2,2,5,2,4,1,2,4,1,2,2,1,3,2,2,2,2,3,5,5,1,1,1,2,0,1,6,2,4,1,6,1,
394,16,16,25,10,16,20,1,2,3,3,4,4,4,5,5,5,5,5,4,2,2,2,5,2,4,1,4,5,2,5,1,2,4,4,2,2,2,4,4,2,1,2,1,4,0,4,4,.,5,4,8,1,
395,9,16,6,4,4,25,1,1,1,1,1,4,4,4,4,4,4,4,5,2,2,3,5,2,5,5,4,4,1,2,2,2,4,2,2,3,2,5,2,3,2,2,1,2,0,3,6,.,5,1,2,1,
396,9,16,9,15,12,12,1,2,2,3,3,4,4,4,4,5,5,5,3,3,4,4,4,4,4,2,2,4,3,2,2,3,3,2,2,3,4,4,2,2,2,2,1,4,0,4,5,.,5,2,4,1,
397,12,20,20,6,12,8,3,3,4,4,4,5,5,5,5,5,5,5,1,3,1,3,4,3,4,1,4,5,2,1,1,4,2,4,2,2,3,4,5,4,1,1,1,3,5,2,6,4,5,1,8,1,
398,6,16,16,4,6,12,1,1,1,2,2,2,2,2,3,4,4,4,2,3,2,2,3,2,4,2,2,3,3,3,2,2,4,3,2,3,2,3,4,2,1,2,1,3,0,2,2,.,5,2,2,1,
399,25,16,8,12,25,15,2,3,3,4,4,4,5,5,5,5,5,5,4,2,3,4,4,4,4,2,3,4,2,2,2,2,3,4,3,3,4,4,4,4,2,1,1,2,2,2,2,2,5,1,6,1,
400,25,25,20,25,25,25,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,3,4,2,3,4,2,4,2,3,2,2,4,2,4,4,2,3,1,1,1,2,0,3,3,2,3,2,4,1,
401,9,25,25,25,.,25,2,2,3,3,4,4,4,4,4,4,5,5,4,2,2,2,2,4,5,1,1,4,2,4,2,2,3,2,3,4,3,3,5,5,1,1,1,3,0,3,3,3,5,3,8,1,
402,12,16,15,12,8,12,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,3,4,4,5,3,4,4,3,2,2,3,4,3,4,2,4,4,4,5,1,1,1,3,0,4,5,5,5,2,8,1,
403,15,25,9,15,20,25,3,3,3,3,4,4,4,4,5,5,5,5,4,4,4,4,3,5,1,1,5,5,1,2,4,2,4,1,1,5,3,5,2,2,2,2,1,1,1,1,4,.,5,1,2,2,
404,25,25,16,25,16,20,4,4,4,4,4,4,4,4,4,4,4,4,5,2,2,4,2,5,4,2,4,5,3,2,4,4,4,4,4,2,4,4,4,5,2,2,1,3,0,2,1,.,5,2,4,1,
405,20,20,12,25,16,25,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,5,5,2,3,2,4,4,2,2,1,2,3,4,2,3,3,2,2,5,1,1,1,2,3,2,1,2,2,1,2,2,
406,8,15,4,25,6,12,4,2,3,2,3,2,.,2,3,.,1,2,5,4,3,1,3,3,3,1,3,4,2,3,4,2,3,3,4,3,3,4,3,2,2,2,2,4,3,3,4,.,4,2,2,2,
407,.,25,.,25,25,.,.,.,.,.,.,.,.,.,.,.,5,.,4,1,.,5,4,3,5,5,3,5,2,1,1,5,5,5,1,5,4,1,4,6,1,1,1,2,0,4,3,1,5,0,2,1,
408,16,12,8,4,12,12,1,2,3,3,4,5,5,5,5,5,5,5,4,2,1,3,4,3,4,2,2,2,2,4,2,2,2,3,3,4,2,4,2,4,2,1,1,4,1,3,2,2,5,3,6,1,
409,6,4,6,5,4,9,2,4,3,.,2,2,2,2,2,2,2,2,4,2,5,4,4,3,1,1,1,1,3,1,1,1,2,4,2,1,4,5,1,3,2,1,1,2,1,1,2,6,2,1,1,2,
410,4,.,5,15,16,12,.,.,.,.,4,4,4,4,4,4,4,4,5,2,3,5,4,1,5,1,2,4,1,1,1,4,4,4,1,1,5,5,3,5,1,2,1,1,0,1,1,.,5,0,4,2,
411,15,25,15,25,15,10,1,1,3,3,3,4,4,5,5,5,5,5,4,5,5,5,5,4,5,1,3,5,2,5,5,1,4,4,2,4,3,1,5,4,2,2,1,1,1,1,4,.,5,1,5,1,
412,25,16,12,25,25,25,5,4,3,2,2,1,1,1,1,1,1,1,4,4,3,4,4,4,4,3,4,5,3,2,2,4,2,4,2,2,3,4,2,5,1,1,1,3,0,3,4,3,5,2,8,1,
413,16,16,16,8,12,16,1,1,1,1,3,.,4,4,4,4,4,4,4,3,2,3,4,3,4,2,3,4,3,3,2,2,3,2,3,2,4,4,2,3,2,1,1,2,2,2,4,5,5,2,6,1,
414,15,25,25,20,15,25,1,1,1,1,1,2,2,2,2,2,2,2,4,2,3,4,4,1,5,1,4,5,1,3,2,1,5,4,1,3,4,5,3,3,2,2,1,3,0,2,4,.,5,2,7,1,
415,20,25,15,25,12,25,2,2,2,2,2,2,2,2,2,2,2,2,5,4,4,4,2,2,3,2,2,2,2,5,3,2,3,1,2,3,3,4,.,6,2,2,2,1,0,.,1,.,2,.,1,.,
416,12,12,4,15,9,.,3,3,4,4,5,5,5,5,5,5,5,5,4,2,4,2,4,3,4,2,2,4,4,2,2,4,4,2,3,4,4,4,3,2,1,2,1,3,0,3,4,.,5,2,5,1,
417,9,16,12,9,10,8,1,1,1,2,2,2,2,2,3,3,3,4,1,2,4,4,1,5,5,1,1,5,2,1,1,1,2,3,4,4,4,2,3,2,1,2,1,4,1,4,3,.,5,2,8,1,
418,12,12,9,12,9,12,3,3,3,3,1,1,1,1,1,1,1,1,4,2,2,2,4,3,4,2,4,4,2,2,2,2,3,4,4,2,3,4,2,3,2,2,1,1,1,1,2,.,2,1,3,1,
419,20,20,16,25,15,20,1,1,1,1,1,1,1,1,2,3,5,5,5,1,1,1,5,3,4,1,2,4,2,2,1,1,2,3,3,4,3,5,3,3,1,1,1,2,1,2,4,5,.,1,.,1,
420,4,4,4,5,4,4,.,.,.,.,.,.,.,.,.,.,.,.,5,4,2,4,4,4,4,4,4,4,2,4,4,2,4,5,2,4,5,5,.,5,2,2,2,1,0,0,2,.,5,0,1,1,
421,15,25,25,5,25,25,3,3,3,4,4,4,4,5,5,5,5,5,4,2,1,5,1,1,5,1,2,5,1,.,1,1,5,4,1,1,1,5,3,4,2,1,1,2,1,2,6,6,3,2,7,2,
422,6,16,20,1,3,25,1,1,1,1,2,2,3,3,4,4,5,5,2,4,2,2,3,4,5,1,1,5,1,4,2,1,1,2,2,2,4,5,2,3,1,1,1,2,2,3,4,6,2,2,7,1,
423,12,16,12,16,12,12,2,2,2,.,3,3,3,.,.,4,4,4,3,2,2,3,4,4,4,1,2,4,2,2,2,2,4,2,3,2,4,4,2,5,1,1,1,2,0,2,1,1,5,2,3,1,
424,1,25,2,10,4,4,1,1,2,2,2,3,2,3,3,3,3,2,4,2,4,4,3,1,5,1,.,2,1,3,2,4,3,2,4,3,2,5,3,2,1,1,1,2,1,3,2,2,2,1,4,1,
425,8,25,15,12,6,25,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,2,5,5,2,2,5,2,2,1,3,4,2,5,2,5,5,2,5,1,1,1,2,0,2,5,4,4,2,7,1,
426,16,9,9,15,16,.,3,3,3,4,4,4,4,4,5,5,5,5,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,7,5,1,1,1,2,0,2,2,2,5,2,6,1,
427,20,25,16,25,16,25,3,2,1,1,1,1,1,1,1,1,1,1,5,3,4,5,5,5,5,1,3,5,1,4,2,2,3,4,5,2,5,5,4,3,2,2,1,4,1,3,5,.,5,2,6,2,
428,20,12,12,15,15,20,1,1,2,2,2,3,3,3,4,4,4,4,4,2,2,4,2,3,4,2,4,4,2,1,1,2,3,4,2,2,3,4,1,3,1,1,1,2,2,2,3,2,3,1,3,1,
429,6,12,15,12,2,16,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,3,3,4,4,2,3,4,2,3,2,2,3,2,4,4,4,5,2,5,1,1,1,2,0,1,3,4,5,.,7,1,
430,15,16,9,12,16,12,.,.,4,4,4,4,4,4,4,4,4,4,3,3,4,3,2,3,4,2,3,4,2,4,2,3,2,1,2,3,2,4,5,4,2,2,1,3,0,1,1,.,5,0,2,1,
431,12,20,25,10,6,25,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,5,5,1,3,5,4,1,1,2,2,4,5,1,4,4,2,2,1,2,1,3,0,5,4,.,5,2,6,1,
432,4,16,8,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,4,4,4,2,1,1,1,1,4,3,1,2,4,4,4,4,4,.,6,1,1,1,2,0,1,4,3,5,0,6,1,
433,12,12,.,16,16,16,.,.,.,.,.,.,.,.,.,.,.,.,4,2,2,4,4,3,3,2,4,5,3,2,2,2,4,4,3,2,3,3,.,6,2,2,1,1,0,1,4,.,5,0,5,1,
434,20,25,3,15,9,5,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,4,4,4,4,2,2,4,2,2,2,2,3,4,3,2,4,3,.,6,1,1,1,3,0,3,4,5,5,0,3,1,
435,15,.,12,.,25,4,.,2,.,3,4,.,4,5,5,5,.,5,2,2,3,2,4,3,4,4,5,4,2,1,2,2,4,2,1,1,3,3,5,5,2,2,1,2,1,1,3,.,5,0,1,2,
436,16,6,12,9,16,12,4,4,4,4,4,4,4,4,4,4,4,4,5,2,2,4,3,3,5,1,4,4,1,2,2,2,4,2,3,2,3,2,5,4,1,1,1,2,2,2,6,4,4,1,8,1,
437,25,20,6,15,20,15,1,2,3,3,4,5,5,5,5,5,5,5,5,1,1,5,2,2,5,1,4,2,1,5,4,1,2,2,2,2,3,5,7,3,1,1,1,3,3,3,2,2,3,1,5,1,
438,20,9,20,8,.,.,1,2,3,3,4,4,4,5,5,5,5,5,4,1,1,3,4,2,3,2,3,4,3,2,1,3,4,4,1,3,1,3,1,2,2,2,1,4,0,3,4,.,3,3,8,1,
439,12,16,9,5,9,12,1,1,1,1,2,4,4,5,5,5,5,5,4,2,4,3,4,5,2,1,4,4,4,2,2,1,5,2,5,4,4,2,7,3,1,1,1,2,0,2,5,5,1,2,5,1,
440,12,8,12,10,25,10,4,4,4,5,5,5,5,5,5,5,5,5,2,2,1,2,4,2,4,2,3,4,3,2,2,1,4,3,1,3,3,4,4,2,1,2,1,3,0,3,4,.,5,2,5,1,
441,25,12,15,9,16,12,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,4,4,5,4,2,4,4,2,2,2,2,4,3,5,2,4,4,7,4,1,1,1,2,2,2,5,4,5,1,8,1,
442,25,25,.,10,.,.,2,2,2,2,1,2,1,2,2,1,2,2,4,2,.,4,4,2,2,2,.,3,4,4,2,2,2,4,.,.,4,2,5,2,1,1,1,4,1,3,2,2,5,3,3,2,
443,12,25,20,3,6,12,1,1,1,1,1,2,2,2,3,3,3,4,2,3,3,2,4,4,4,3,2,4,2,2,4,3,2,4,5,3,4,3,5,4,1,1,1,3,1,6,5,6,5,2,8,1,
444,9,25,15,2,15,5,1,1,2,2,3,3,3,4,4,4,5,5,4,1,3,3,4,3,5,1,4,4,2,4,2,2,4,4,3,3,3,4,5,3,1,1,1,2,2,2,5,6,2,2,7,1,
445,12,16,16,25,12,16,.,.,.,.,3,.,.,.,.,.,.,.,4,3,3,4,3,2,3,2,3,3,3,4,3,3,3,2,4,3,3,3,.,6,1,1,1,2,.,2,3,5,5,.,5,2,
446,12,12,9,16,.,.,.,.,.,3,.,.,.,.,.,.,.,.,4,1,2,4,5,5,5,4,4,5,5,4,1,1,4,2,4,4,4,5,.,6,2,1,1,1,0,1,2,.,5,1,2,1,
447,10,25,25,5,5,15,1,1,1,1,1,1,1,1,2,2,3,3,5,1,2,2,5,4,5,1,2,5,1,1,1,1,4,4,2,2,4,5,3,3,1,1,1,2,0,2,6,6,2,2,8,1,
448,16,6,16,.,.,15,1,1,2,2,2,3,3,3,4,4,5,5,4,2,1,4,4,4,5,1,2,4,2,2,2,2,2,4,4,2,4,4,7,4,1,1,1,2,0,2,2,2,3,2,6,1,
449,25,16,12,12,25,15,4,4,4,.,3,3,3,3,2,2,2,2,4,2,2,2,2,2,5,2,2,4,2,2,2,2,2,4,2,2,2,5,5,2,2,2,1,3,0,2,3,.,2,2,6,1,
450,16,6,4,25,4,9,4,3,2,2,1,1,1,1,1,1,1,1,5,1,2,4,4,4,.,5,3,2,5,5,3,5,2,2,4,3,5,5,7,3,1,1,1,1,2,2,1,2,1,1,4,1,
451,9,12,12,8,12,12,1,1,1,3,3,3,3,3,3,3,3,3,5,2,2,4,4,5,4,1,3,4,2,2,2,1,2,2,4,3,5,5,4,3,1,2,1,1,0,2,5,.,2,1,4,1,
452,10,12,9,15,8,10,2,2,3,3,4,5,5,1,1,1,1,1,5,1,1,4,4,1,5,1,1,5,1,5,5,5,5,1,1,5,1,5,.,6,2,1,1,1,0,1,5,.,5,0,2,2,
453,16,12,16,16,16,16,1,2,3,3,3,4,4,4,4,4,5,5,4,1,1,4,4,4,5,1,4,5,1,1,1,3,5,2,2,4,3,4,2,2,1,2,1,0,0,1,4,.,2,1,5,1,
454,25,25,25,25,16,25,5,5,5,5,5,5,5,5,5,5,5,5,3,2,4,4,5,3,3,2,2,4,3,2,2,2,4,3,2,2,2,4,4,4,1,1,1,3,1,3,5,4,5,3,6,1,
455,6,20,25,2,12,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,3,3,3,4,5,2,3,5,3,3,2,3,3,3,3,4,4,5,2,4,1,1,1,2,1,4,6,5,2,1,8,1,
456,25,25,25,25,25,25,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,5,3,3,7,5,1,1,1,2,1,2,1,1,4,1,2,2,
457,25,20,10,16,25,25,5,2,1,1,1,1,1,1,1,1,1,1,4,1,1,5,5,1,5,1,5,5,1,1,1,3,5,5,2,1,3,4,.,5,2,1,1,2,0,2,2,4,5,1,7,1,
458,25,12,8,20,25,3,3,3,4,4,4,4,4,5,5,5,5,5,4,2,1,3,4,4,3,2,3,4,3,2,2,3,4,4,4,2,4,3,5,4,1,1,1,4,0,5,3,1,5,2,3,1,
459,12,16,16,12,15,20,1,1,1,1,2,3,4,5,5,5,5,5,2,2,2,1,5,5,5,1,2,5,2,2,1,4,3,4,4,1,5,5,2,5,1,1,1,3,0,3,5,4,5,2,6,1,
460,15,12,4,.,6,2,4,5,5,5,5,4,3,3,2,1,1,1,3,1,4,4,5,5,4,2,3,1,2,1,2,3,2,3,5,4,3,5,2,5,1,1,2,2,4,2,1,4,5,1,7,2,
461,12,12,15,15,9,15,3,3,3,3,3,3,3,3,3,3,2,2,5,3,3,3,3,3,4,2,3,4,2,5,3,2,3,2,3,4,2,5,.,6,1,1,1,2,0,1,4,2,5,0,1,1,
462,6,16,25,10,2,16,3,3,4,4,5,5,5,5,5,5,5,5,1,1,4,4,5,5,1,1,1,5,4,4,4,1,1,2,4,5,3,5,3,4,1,1,1,2,0,2,6,6,5,1,8,1,
463,12,9,12,6,25,8,4,4,5,5,5,5,5,5,5,5,5,5,3,2,1,1,4,1,5,1,2,5,2,1,1,3,4,4,1,4,2,4,5,2,2,1,1,2,0,1,4,6,1,1,5,1,
464,20,20,25,25,16,25,1,1,1,1,1,3,3,3,3,3,4,4,4,2,2,2,4,3,4,1,3,4,2,1,1,1,4,3,2,1,3,4,3,3,1,1,1,2,1,2,4,6,3,2,8,1,
465,6,16,12,2,20,10,1,1,1,1,2,2,2,2,2,2,2,2,4,1,2,4,4,2,3,2,4,4,2,2,2,4,2,2,2,2,2,4,4,5,1,1,1,2,0,2,4,2,5,2,7,1,
466,8,20,25,16,12,10,3,3,3,3,3,3,3,3,3,3,3,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,1,1,3,5,2,4,1,1,1,2,2,2,6,5,5,1,.,1,
467,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,2,2,3,4,4,.,.,2,4,.,2,2,.,4,.,2,2,4,.,.,6,1,1,1,2,0,3,5,2,5,0,3,1,
468,9,16,9,6,12,9,2,3,3,3,3,4,4,4,4,5,5,5,2,2,2,2,4,4,4,2,3,4,2,2,2,2,2,4,3,2,4,4,6,3,1,1,1,2,1,2,6,5,1,2,5,1,
469,12,12,6,16,.,12,3,3,3,3,3,4,4,4,4,3,3,3,4,1,1,4,4,4,1,1,4,2,2,2,2,2,4,2,4,4,4,4,.,6,1,2,1,1,0,1,3,.,5,0,5,1,
470,12,9,12,20,.,8,1,1,1,1,2,2,2,2,3,3,3,4,4,2,2,4,4,4,4,2,3,4,3,1,1,1,4,2,4,4,3,3,3,6,1,1,1,3,0,2,6,6,5,.,5,1,
471,16,15,20,25,20,20,3,3,3,3,4,4,5,5,5,5,5,5,5,1,1,2,5,4,5,1,4,4,1,1,1,1,5,4,4,2,4,5,3,5,2,1,1,1,1,1,6,6,1,1,7,1,
472,9,12,8,20,8,20,1,1,1,4,4,5,5,5,5,5,5,5,4,2,5,5,5,5,4,2,4,4,3,2,2,2,3,4,4,3,4,4,2,6,1,1,1,2,0,2,6,6,5,2,7,1,
473,9,12,9,16,6,20,1,2,2,3,3,4,4,4,5,5,5,5,3,2,2,3,4,3,4,2,4,4,2,1,1,3,3,4,2,2,3,4,7,5,2,1,1,2,0,2,6,5,5,1,3,1,
474,8,9,4,16,.,.,4,4,4,3,3,3,2,2,1,1,1,1,4,3,3,2,5,2,3,3,3,4,2,2,4,4,3,4,2,4,3,3,2,5,1,1,2,2,2,2,2,2,5,2,3,2,
475,12,20,9,8,9,12,1,1,1,1,1,2,3,4,5,5,5,5,4,2,4,4,4,3,4,2,4,4,2,4,2,2,4,3,3,2,2,4,1,3,2,2,1,1,0,1,6,.,4,0,2,1,
476,12,25,20,25,20,25,1,1,1,1,1,1,1,1,2,3,4,5,4,2,2,2,4,2,2,1,2,5,3,1,1,1,5,4,2,1,3,2,2,3,1,2,1,1,0,1,6,.,2,1,6,1,
477,8,9,9,16,16,12,.,.,3,.,.,.,.,.,.,.,.,.,2,4,3,4,2,4,5,5,4,3,5,5,4,5,5,4,4,5,5,5,2,5,1,1,1,2,.,2,2,2,5,1,8,1,
478,16,20,25,20,16,15,2,2,2,2,3,3,3,3,3,3,4,5,4,2,2,4,5,4,4,2,3,5,2,2,1,2,5,2,3,2,4,3,3,5,2,2,1,1,0,1,6,.,5,1,5,1,
479,12,16,10,20,25,25,2,2,3,4,4,4,4,5,5,5,5,5,4,1,4,4,5,5,4,5,1,4,3,2,4,2,1,2,4,4,5,3,.,6,1,1,1,2,.,1,4,4,5,.,6,1,
480,10,16,12,8,8,10,1,1,1,3,3,4,5,5,5,5,5,5,4,1,2,2,4,2,4,1,3,5,2,1,1,2,4,2,1,2,2,4,2,3,2,2,1,1,0,1,6,.,2,1,3,1,
481,8,25,.,3,12,15,1,1,1,1,2,2,2,2,2,2,2,2,4,3,2,4,4,4,4,1,4,4,3,1,1,1,4,4,4,2,4,4,.,6,1,1,1,2,0,2,5,4,5,0,4,1,
482,9,12,16,8,8,16,1,2,2,3,3,3,4,4,5,5,5,5,4,2,2,4,4,2,5,1,3,4,2,3,2,1,4,2,2,2,3,5,2,2,2,1,1,2,0,2,4,2,2,1,3,1,
483,.,.,.,.,.,.,4,4,4,5,5,5,5,5,5,5,5,5,4,2,2,4,5,3,4,2,4,4,2,2,2,1,4,3,3,2,3,4,2,2,2,1,1,2,1,3,3,1,1,2,3,1,
484,25,15,9,25,15,15,2,3,4,5,5,5,5,5,5,5,5,5,4,2,2,4,5,3,4,2,3,4,2,3,3,2,2,2,3,3,3,4,2,3,2,2,1,1,0,1,3,.,1,1,2,1,
485,16,16,16,4,12,8,2,2,2,2,3,3,3,3,3,3,4,4,4,2,2,4,4,2,4,1,4,4,2,2,2,2,4,4,2,2,2,4,3,3,1,2,1,3,0,3,6,.,1,0,2,1,
486,15,9,9,12,12,12,1,1,2,3,3,4,4,4,5,5,5,5,5,2,1,4,5,1,3,2,3,4,3,2,2,2,3,4,2,2,3,3,6,3,2,1,1,2,0,2,2,2,3,2,2,1,
487,20,16,16,8,20,12,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,4,5,1,5,1,3,4,1,2,2,2,5,4,1,2,2,5,3,5,1,1,1,4,0,3,6,6,5,2,7,1,
488,12,12,16,25,16,20,2,2,2,3,3,3,4,4,4,4,5,5,4,1,2,2,2,5,5,1,4,4,2,2,2,2,2,4,4,2,4,5,3,4,1,2,1,1,0,1,5,.,2,1,.,1,
489,20,25,20,15,20,15,2,3,4,5,5,5,5,5,5,5,5,5,5,1,1,5,5,3,5,2,3,5,1,3,1,2,5,4,4,1,3,4,2,4,2,2,1,1,0,1,5,.,5,1,6,1,
490,15,9,8,3,20,15,5,5,5,5,5,5,5,5,5,5,5,5,3,1,2,2,5,2,4,1,4,4,1,1,1,1,5,5,2,2,2,5,6,2,1,2,1,3,0,3,5,.,1,3,8,1,
491,10,20,6,4,9,20,1,1,1,2,3,3,4,4,4,5,5,5,2,2,3,4,1,1,4,1,2,2,1,4,2,1,3,4,1,4,3,5,1,5,2,2,2,2,0,0,1,.,4,0,1,2,
492,15,20,20,12,16,15,1,1,1,1,1,4,4,4,4,4,5,5,4,2,3,2,3,2,4,2,2,4,2,4,2,2,4,2,2,2,2,4,6,4,1,1,1,2,3,2,6,5,5,.,8,1,
493,3,1,1,5,1,5,1,.,.,.,.,.,.,.,.,.,.,.,5,3,3,5,1,5,5,1,2,5,1,1,1,1,2,4,4,2,4,2,7,5,1,1,1,2,0,1,4,3,4,2,.,1,
494,25,15,6,25,25,4,2,2,3,3,3,3,4,4,4,5,5,5,4,2,1,4,4,2,5,1,2,5,1,2,1,2,4,4,2,1,4,4,7,3,1,1,1,2,2,1,2,1,2,1,5,1,
495,25,25,9,25,25,25,.,.,.,.,.,.,.,.,.,5,.,.,5,1,1,3,5,5,5,1,5,5,1,4,1,5,4,4,1,5,5,5,2,6,2,2,1,1,0,0,5,.,4,1,2,1,
496,12,25,25,25,12,25,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,4,3,5,1,3,3,1,2,2,1,4,3,2,2,3,5,.,3,1,1,1,2,2,2,2,2,5,1,4,1,
497,15,10,2,12,20,25,3,3,3,3,4,4,4,4,5,5,5,5,4,2,2,4,4,4,5,1,3,4,2,2,2,1,4,4,2,4,3,2,5,5,2,1,1,3,0,4,4,2,5,3,8,1,
498,12,9,4,9,.,4,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,3,4,3,4,2,4,2,3,4,3,3,4,3,3,2,3,4,2,3,1,1,1,2,1,3,3,3,2,2,6,4,
499,16,16,25,20,15,20,2,2,3,3,3,4,4,4,5,5,5,5,4,2,2,4,4,3,3,2,3,4,2,2,2,2,4,4,3,2,3,4,4,3,1,1,1,2,2,.,.,.,.,.,.,.,
500,9,12,12,25,16,25,1,1,2,3,3,3,4,5,5,5,5,5,5,1,5,3,2,3,5,1,3,3,1,3,3,1,3,3,4,2,3,3,5,5,1,1,1,2,0,2,4,2,5,0,5,1,
501,25,8,12,25,.,5,4,4,4,4,4,5,5,5,5,5,5,5,5,1,2,5,5,5,5,1,3,1,5,5,4,1,.,2,5,1,5,5,3,5,2,1,1,2,0,2,4,4,5,2,7,1,
502,6,20,20,6,8,16,1,1,1,1,1,2,2,3,3,3,4,4,4,2,3,2,4,4,4,2,2,4,3,3,2,2,3,4,3,2,4,3,3,4,1,1,1,2,2,3,6,2,4,2,8,1,
503,15,12,9,20,15,25,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,4,5,4,5,2,4,5,2,4,4,2,2,2,1,4,4,4,3,4,.,1,1,4,2,3,3,6,5,1,4,2,
504,12,16,12,9,12,8,2,2,3,3,3,4,4,4,5,5,5,5,4,2,1,4,4,2,4,1,3,4,2,2,2,2,5,4,2,2,3,4,2,2,1,2,1,1,0,1,4,.,2,0,1,1,
505,20,12,12,10,15,15,1,1,2,2,3,.,5,5,5,5,5,5,4,1,2,4,4,2,4,2,3,4,2,2,2,3,3,4,3,3,3,4,1,3,2,2,1,1,2,1,6,.,4,0,3,1,
506,25,9,9,25,25,20,4,4,3,3,2,2,1,1,1,1,1,1,3,3,4,4,4,4,4,1,4,2,2,4,2,2,.,4,4,1,4,5,2,5,1,1,1,2,0,1,1,2,5,1,4,1,
507,4,12,.,25,20,25,1,1,1,1,2,2,3,3,3,4,4,4,5,2,1,4,4,3,5,1,4,4,3,5,2,4,4,2,2,2,5,5,4,3,1,1,1,2,1,2,2,2,3,2,5,1,
508,20,6,12,15,10,12,2,2,2,3,4,5,5,5,5,5,5,5,4,2,3,4,4,2,3,2,3,4,3,2,2,2,4,3,2,2,3,3,5,5,2,2,1,.,1,1,3,.,4,.,2,1,
509,12,16,16,8,15,20,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,1,1,5,1,1,1,1,5,3,2,4,3,3,4,5,1,2,2,1,0,0,6,.,5,1,.,1,
510,20,20,20,2,16,25,1,1,1,1,1,1,1,1,1,2,4,4,4,1,3,2,4,4,4,1,3,4,3,2,1,3,2,5,4,2,4,4,2,3,1,2,1,1,0,1,6,.,5,1,3,1,
511,12,.,16,.,16,16,3,3,3,2,2,2,1,1,1,1,1,1,4,3,3,4,4,2,3,3,3,2,3,4,4,3,3,2,2,4,2,4,4,5,2,1,1,4,2,3,3,1,5,3,4,2,
512,15,20,16,20,20,25,5,5,4,3,2,2,1,1,1,1,1,1,5,1,2,4,5,3,4,2,2,3,2,4,2,2,4,4,2,2,3,4,2,2,1,2,1,1,0,1,5,.,5,1,3,2,
513,16,16,9,16,6,16,4,4,4,3,3,2,2,2,1,1,1,1,5,2,2,4,5,2,5,1,2,4,3,2,2,2,3,4,2,2,3,4,.,6,2,1,2,2,2,0,1,.,5,1,3,2,
514,8,16,16,15,16,25,1,1,1,1,2,2,2,3,3,4,5,5,4,2,2,4,5,4,5,1,4,4,2,1,1,1,4,4,3,4,4,4,3,4,2,1,2,2,2,2,5,5,5,2,8,1,
515,25,9,6,10,20,8,3,3,4,4,4,5,5,5,5,5,5,5,5,2,2,2,5,5,5,1,2,3,1,4,1,2,3,4,4,2,5,5,4,3,1,1,1,2,2,2,2,1,2,1,4,1,
